owner,balance
8ZL3Qut3vitdfqhxBQFXEN4Baa5JTci7Ec5b3XsCFTj3,2
ERhHyNdVLiv53gjpkTCmtPTWZPbB8iwHdVA73f1KsRbE,2
DSVrj7aaVBzc9ftXReckMqtC4CzXV2VxSFHguNX2i6qs,2
9UQdN2DihpXpiSkYSAQKBf3upAyYdjkLKNMGLfPECGQy,2
BNq7QDKibChtCKhski1KXY1atgKUFg4j6Gx34z6Tz8zr,2
3ic4FuiLd3taNBJ9Vs77RoYXKcq8Hw2Wv9nnUSq3qRQ8,2
Vuc3mebSzDJQGTMuYa6mvuQUWCofBuCEeQWaLfUS7Wf,2
Geh6KZtfanmC79Kv7RL5uitL7gtYSE5jivUCi9i8dwLJ,2
4r4JVLdFb7zwqFDeqb1bpVEKN51f2BZwwyMHGhfJmF9R,2
Foh7s5Rf8kNDFRtHJGCCyuCgXeRxmzsUEZ7iHeC2EoBr,2
887pdTm5qSXxR12iynu8RsM25rekbgEkEXnudCMNrbQN,2
6rzvuab45gb4hXHd7G18ZFMVzZnJE7ZPH82VK3gLEJi1,2
GwyH6V2NEsSQz3TddYpDzXRNsERSKp7sUhHKZF4bGhH6,2
D8T3C9duSuer1t8s4HrKVyuFG14GFrofPUS42to9WYFd,2
9XsqhtbA4ei519kJenyRarzjLHpWLJxeUoZAkbDcANc7,2
Abr37ocwQAQCo54oqRN2vLGQC9n4wh7z6a3kAEoirbuB,2
52mA3o173dBNEH2qRwRKQKZtZAChv1QXv8pNHX16pzdJ,2
ETt7Uir7aKLVXXWasT8gx9ooA2WGUi64eGaWebsawBMf,2
FXLEPfrr85xK5eFqWHHce6fmj88UCEx6Feij2ho7LqZn,2
Ej66T1jxGNZ2HLTHUmYzXJLJMiDFhhFu7C3UK36EMbL9,2
GR9gcQ7T2Ebb2GpiD79KbfFMCiKBiKJeKZjSxoX8BCJY,2
HRbEAZYPAt8WSSzGtbwDxt1CzX95sSpxTLBgnTCbPfyw,2
HKTWs9E9uJUVyH7d13MrJmSXb4jnhLZw22JdLfQXxLw,2
BLHHsKUMHz9jqWNjqhudQ4XwTM8K1ESHRKeg3sdFUGu1,2
8itpvB65MriFxV2HoskhFn9FEWmQPMrxndeRXcVZKQuZ,2
87Fp7528CdTMJJnwMDyV3cWf3hDbwLH8ptYf3KKfaFC3,2
5H5ibKuW57n1Uh8SSvu5aS5Cm1KaLJARHth5bQGHiv7c,2
7kvK5TW2bsjLoVMauGpmu3o5UaUm8aycTK9QyGpK3w1d,2
F3y2MQcCMrX668ahdD9WBQavNsfYcYGGt89LdUNBbXiQ,2
AxdM1MrgFosaekfX212kn8fgr6KskmTk17qSVwRp5Uj,2
H1dqNqmrNmTYNuGcyX9Cb7eV5XVXWLZM8ayjrdvvKkFG,2
WMUdyKBQaUwoTGQLZKTDMd467PPAUu1CVpo5i81wCor,2
9gwaGUoGgbjSDL1xLsCCBGmCaRnD5wwAaFWfkMZ7jDnr,2
FCpYBXb7XoHHZHPvi2ZThMtzjtdAGzZY3urbPAfW8DRF,2
DS6bYqmRMokqRY8Cfqv1ADR5ZKizvjLe9d1v2zedLDCw,2
DYh6YypRy5FmaibcsQohs2XAKpf3JK7eYGPGW3mrwphM,2
Eg3NR62MpdkMXmsJshzr3Qf5d7Gzy3kiZ2mtQfsGiXNG,2
DGTGSHDsdTJrzJJBABSHfb16mXm49tDpJRyQ79UtCuka,2
8Pp2yrdkWhnxHUkPt5bcse5xw1ZcqCtMJiLyDhBV7ZzF,2
EAiR44YGeVD7s5enKNU2aCCn7fa3K4kAQvAH9sd2WpXD,2
EYKrH4Bpc42NSMwEUAHV4Cx1Y2JnGKuBPHwE865uRgnW,2
7eVYtHwsg8r2x5oKgTGsRpqGxT56G6hkZooRQETE6UMD,2
BmWbFJRRpxSBfkATX84Hg977hHyDGduZCsdXjTSHTFN3,2
2fBJbgW97HDBi4RHgQobfjvTyNxXA1Jy4PrN74HnuJyK,2
FaxnZn1Seeo86FyGAUmx5SenU3GwC7aLpdVayqtbEYRW,2
7C3GzFekogZiKuiK1gcDKpMKbc3qGhG6DpdHCrg6rSP3,2
128AhARdRqfGmWtBqv15QmqB5MbWDnW9dSshhP54Uqkq,2
7DbHVY1iXzjMXvsS6HLUnfhW32j8Lsb13FmPkwpHqaXC,2
9yMhGm8ZHxFySGTFFSoe6JGoJmWHiVrGmVKGZQyn8VLz,2
GLPVkT9i3Vao23HdbMQCvyWj74pF5fQZazXNzYSrMF41,2
AaaixHYNj8aLHdcnpFMLvDiFu9FL173MKejyDCTDWx3b,2
GaEXe1PMAUJ9xT71RZkLKdx7i8GH3ypn8WbVNYHNeRtA,2
5hbtYnYv7X4f41FvLX3zBnUtup1axwFDVcEuaUipaWxD,2
H36SEE9TXgsvmwjUgTmj63P8hnhiKHFgCEiYFAYAgv8g,2
6RpPtT9ECQiJtCGLm4cdRfJN5ZytbDbBh49TmVihUVod,2
DmRhgJ6qN1HxT75m4Jvdu2eCqZMzyXLfmQSi6hTM2ADp,2
DupjN1rUt2WXf9EdhsXQ89cLFByDBzvY9nGkQy713Kms,2
4o8S1L7YRK87uG8MhMZQRJ1xPvzryGiEQYFPspp2S5yi,2
2SjCbgkMdG3LzofXa7YxJH24wBpWnC2kpkX1QS2hDndT,2
Fx6dximSzp67nHg9NeJo4MsBtjSVXn1d3REb12Btboxh,2
3PPNyJ2JbgXcYf8oSJ3mC1eip5ChhJz2XGjfTv5MMbqZ,2
6LkAHMAU55PEwJkzsYz4UFzc61TPE2Eobcj1tbcXZzum,2
AYM9gMEXFjtY7G1LDDehMDsPixdDhwAqg83TWkPqwqhB,2
43voPo6eXSaBuNkwNwqwWHou7PtAnWENPzEHt9AJLWtP,2
CoiLg1xUdBgEBfPh1cZP7i3Y9kbtht6Qkdts2zPJwdUn,2
36txm6g5TWtmzaonvFHRdBoTsKoDzLQofNWUWodqfZad,2
68nGaFgxrKjLgES98ByGp4DAEembZk1bKyAnmojdCgfh,2
6iDvqn1XSN4n363SnM9YCwiDtVCXbzYTmiwYKdrJePAZ,2
Gda32whvb4zJmjTGfcAq6M9SEqyce1K72az3koZKDiwt,2
ALdsGAp6F13XS7gaFvjbzVcVr77UhsS4YPGafi3kbBrZ,2
74xuCbWfN8UJrLtg6JTzbZ5JbjMGJgLx6zkXb87kU7Jv,2
C8TbW3QbBEty4LtdDmHAJV13L2XyriREguTTni2dADt4,2
C71QXULNC54RmLvn4GfrBc72nqGfSLkDfmRZL633fzpp,2
HK5LbjmAzVrGfGHxpWBSYRYWP6KS9cKGXpJKjvDKQmZf,2
3jRC79MNPfdZCWcKiuTsr4PKtJgxPwWzjzX2kQHgCFJh,2
Ad3AEbVFVF6NKiKMTGwhDyd33QwEdhcKcKpS2y4QhhNK,2
78PVnDuic9tAVV2fUSn3MHJn1zT2tjdNFcjmtWj5wbSJ,2
5xoQJkKftqCD9Ltqo6VCMjTc7iNUmLZD9MWnr7MAbpYt,2
6q5uA6djtvxDY3oa6VS4hKxuxLdAzf4qKtZ3kbgRDJYn,2
EwGMZEMRuvhcNERLqhtsn7wbiWEC7qBzF6GHsYjqGuWY,2
2YKWGJVnyiNG4SezApHp29fW9DdRjzYp1cVuGS9svp8U,2
3dRFJVgBVGhJBrHwDHAQ3NLwCezNMnLFTYnZbnae2wGJ,2
Ci574fQqF6K28SwQm2NnVWcm5T7xjM8j8unbCKWtviuC,2
4SNLfoY2xk5FPkUmN1Q2WrvedfTunXB7eBqStu5SZCxf,2
FVeNWsRHJJTX1H3m86GEchzGbxfpvkfyte4zrW57pH6X,2
3BTyLnvfi5Xi5Z5y7ySWMvWLv2kSYBUhZMT8GKSAZkJE,2
Ag5pNECSstFxhACzsNqPpnw3kMtUsGniH75PS7an3Ltv,2
CZNw84iP6tASC3EADA785ENkTvAZ83ywy1fCqvUTpTeQ,2
CJXRsuFQSGt5VuTxZuQ2Cv4pugQfqsAtRWuaUayZaY2h,2
HNhkfRas3WwVWW8zkcsXmY6ZQFQD6anwtVcCSs2RXfE,2
FfLjxucAgsSCCEK6G5yHDZHfdPPEYWbZhcvPst5VNLFJ,2
B4vzJkwMqdRC3gCCZdfzgzAR3iBiChkUPHnedCfVmQcH,2
nUU41sErPFQdrp5y51YtDmSBkWHs9memXuEjm9bD5Cd,2
4ioftgmz8ctm6MTaFvjH5efbqDTG1ADrv8yZzCQq6yB8,2
7jwbxvoTTWA5wYSff39Jt3jsccmqV1yhAMfRJV2H2575,2
HuQ123HYTBcHHiwpiPh8qf2aVz7a2iusS6DHckZgCJGV,2
CHfa7A9QXemYAZ6srVyv4qaureDDA3vzwhnXsYKwJvRg,2
JB3yLEahxmqEYYeSDaZ5YKDq85z9hcQetBUxvQxCG7zo,2
59k5MYX8htRspaTjuZ1wpjRSX267j6u6KMv1vvp5ob8r,2
tEWvHg8oiLpL44T8y53jVDG6EvnyG3GuNgYXR3ybrQP,2
6dBW8jSAVuvo6MB62dSi2FxiUE4jRMsY9dT8YKQ4MsUC,2
3TiYceTg7aYzCxre6nBN7ikPQgYptj1GncfY5BFym5Fn,2
9qkCfTPLh95sU32zbeEYsPd9qjVKqo7xq5PaCime8rJd,2
EhtdgixncUnB4B42mPM4qy26Uwc8zLmGFom4hXa6uzng,2
12vcpxnsQsaLBHCnR1uMZ7Hb5VYcKVweHL71PiJNgbRA,2
EV9tRh8AGRpthumge6nZJndvWpjB3HJKPwvVQKhfWmaq,2
FT9P2ANy9Lun1uVWsF7JngcTKAc9Kf2bLfbcfTxroXUw,2
H36vDY2kRGiJ2AZpN5xtmmMPhSQhzx3mdoByJNe1bnB8,2
7X6xyCeeEFSTWysnQsxtJaC5Xfch7m9Z855cXNmL14mQ,2
79JVWYrWv8of2f7YPq8Da8oBVkWFBfmGDoWSNzug12wi,2
8fm8tarVteHoZ7QWp3sy4DR7qSQvEjSvdfTPg721eGUk,2
93qr2BqR8TEW7FQu7ZbCpsysMpDzAYqES8W8kRVSQr2o,2
BqCBzd9qJE9pWfncd9wpjaiEPRXmfRjDZPj7RgWjka7B,2
BFBezCtYuNj6wFbdKdxiBFeoXk8opLfWZUbbQbGqLDRK,2
67dia8AGE52j8LW7ao5pZ7GCCvFdpJ8HYiGPU4JUADih,2
E8MEtW5PBpT8sqV6DnPRyEn4DGgPYix8jHTHJQQRkHy6,2
DG7UnSAQRqgSgPrUGkGM4yk28BaeabLWNYKaZVhkhTAN,2
burnLaWNQBff5s8MdBx4okxo7NkU8BMhfs6bMYXRGNh,2
2m4fTmLFYHgyTYyPWMwt8pxNb7EWByzrdHjWLHfxtCzM,2
7aA2bx3ChytEmQ9EWvnb5UDL4bvuk8LtqcRDTNuGeZQx,2
HMX5gTiKb3bogMMyeJmhq1Ke3fFhQv7eqNLUPsV4FZ84,2
68g2b2vYbCUxjCy4KcurVa6iVKvsbBjbtngWCgiQ1s4N,2
ACQtaNS6g93JJ8zQ9QvqfVpvV65VKtcQkZnwv2PWt79t,2
4ABkCE7sjBYxR7ZEq3sz6cC7hA3UmeHnWyXq3m3PtHdA,2
FUzW7bRwjj1jWHwmDHKUuK3RPp8UQKzTR6pCUuK1EGyn,2
8wthiGYMDamrzKKQYfBMBheB2bUdQQ6XuGAvXtxB1yqL,2
3zGuemoqDYgqf1dMX3NQEyvk8yVfoEpcNki5UtcccRDs,2
C2cQQh9eTAHyYUbU5GRX2RVR3MmY68s8TzLQvz1R1fsH,2
7ysQm9xwTWfTDU154fUKr7pxi485p3MYgpC5KZ7SQa3C,2
H1DjeTdZGQmFGiFy7nVC1JithR6jd3TTqP4HnQyQwsou,2
6vM6o6viufuCcCw9QZhmcT5aobfZkerEDghmPukkG5Ng,2
3iqhREbJayCUBSf33dnyhWy2zxrvwnbzrdr4aUo5cq4W,2
CeaeUv5EjTqgBXYJni1cWFnkUeVQApQ5MzgTvAACxUoQ,2
o8WCp1GcJPmibRugtwFWw7xiWLHut1cPCGvqo24dwMZ,2
25Cg4VDWcyQi77rB7Tf3sM16yrcEkLyJdaFgg2yHdLd2,2
8KzUr9fombznqny5RGtM4JAeUDWvrGeFxrU2eAeKjSda,2
4EJANyfiN5GQyogVAohaTxCm5zBFTsxmkyAcMpAdRLGH,2
5yRdn2xa6hbdrfYQXzX142dkrCqNxZTwPJB5SskdAmpU,2
EmHqRrcyevjw8r4aFfr6A6M2yY8uXsdeMZYtsNWqmUQZ,2
H5WZVP5hw6kXRPk9VdHeamEe8arWN5DNTMBDfogaAB7N,2
25fLbD7kdo1pRAxenVLHurHf4nGmxU8Mqh7efSkr1M4X,2
BwQT94faABo1E9E6zRGa8vzDxSLFJZPAsG6Uq35B5nb4,2
DmJhnVW4cUfkwS49mUB2DDheJCnZVQkpEEkX7Ff89eDm,2
7emyHTnH7AS42Re4oaA11KtdeALsPXJjXB9h1vj9ZWYQ,2
E7K7eHXrtpzPhz8hQ2zijDdx54uP5LQvHHbQXSuJFP9E,2
HiHBBqLNVKrXBqZABa1gcRVwWSjdPQu8qq7tCZZH4Lw1,2
FSK8bbMkq3mmgW1QWSER9tqXcgiFcg8xi8DpT8txMay6,2
BXtK4kC69zgnFt84Lm1TnJ2J39tnrVB7aLEeAHPnQQ8p,2
GT6FFxn6r6RthdExUbJjaYixeq8heGH1gehSE5smFNjN,2
5b8WwoctVdAop8ZGc5f3NjL7PuNLSaWmSuWJyuDtfMxg,2
Ei2izEJv9esayfkL9ES8w694uCEiaUpXKiofCGHh25xo,2
Bpb7ALDwkaokz9tGGz5UZ3iTLoGL6wsH8MxcsfBS6Xwo,2
G4EPPoBnGg3ZwLZ7MRj3BtK2bmSGNAvfaA5yThanMwV9,2
BmXU2yDkJMadNLegzNMqTcfgGATvMuo3nUQKgPG4cFHK,2
2UMAzuY1cMr7PZZxxZxvHoZfWT9oWP39PtYpj4fDfBc2,2
772ZScQUhDbpFUJEWcWb893LH2nQBiwZ6FFuo9sc1cg8,2
942AjYy9GrgGbjrtWu9p4ZEwMGWvQtjkq8Kk61H7a7UM,2
8a4LP5Go9fUnU2jpoTxbBNQqRTGYHrS9FT5F7Qwzsvgy,2
5frKrL3jZ48KyzF5g3RxHok2XtyJ2DHsgr5mEAwmiezi,2
C4HiWir2dFdJbPbdSezssDqgKiy8RWai9TBpUPFNLD7R,2
2afu6zgBx1GvjPViVFaL7EdNkEJoc5anUugBVX3JVxWj,2
4SKBAJSYnn3rNHUDZ6XyFHLhihY4TCycEDEE5YVUogWE,2
9A5Q37fcBFESuuqDbtyjYKtQG4svxwvFhATK6oZXxxoR,2
DdYZcthjpZNxPuwu4TydbT4jvY1ZP8sdSa3RiCuLatEj,2
5G2CqEFKGaETPWiSix3bHtZrQrZV9S7pFBK55udUdLwz,2
6fWqMcK6cXJPKe2Hfhz59KQkAj5MjScU4tYs8XFo5UEn,2
3RFv7eUTuj7nHn6yiiyR3BS1MBujiP2wwJw5VdUCUtUM,2
2CfxR86uA3ekRHxvy5DJ29341XGSh6UDNscMo2sGYyL1,2
9258dLnQFMgoj1PBfqbtM1tVr3yntg7XaEYShsLiQBqN,2
DWEj8V6Sni924eG9hW3SR6kDEppwR6FtDjuuoxoeYkrd,2
AXyYGPsspnnskG29Mo7cDRQANN8FvGfUiSbrp4X6QbhN,2
6DF8miTqP5osSqEx4JQxrSs3fuSnPqH8AKgwR3fomE67,2
UTpyytrku5pMpPbUWPXMVKCSYJydszGA98jquRYp5sN,2
BPwELYGzANnoGbYzedWwDZrU76yjXeNnqSTyQGcnCWVH,2
